Number,Name,Form,Type 1,Type 2,HP,Attack,Defense,Sp.Attack,Sp.Defense,Speed,Generation,Sprite,Shiny
282,Gardevoir,,Psychic,Fairy,68,65,65,125,115,80,3,poke_icon_0282_000_mf_n_00000000_f_n.png,poke_icon_sh_0282_000_mf_n_00000000_f_n.png
283,Surskit,,Bug,Water,40,30,32,50,52,65,3,poke_icon_0283_000_mf_n_00000000_f_n.png,poke_icon_sh_0283_000_mf_n_00000000_f_n.png
284,Masquerain,,Bug,Flying,70,60,62,100,82,80,3,poke_icon_0284_000_mf_n_00000000_f_n.png,poke_icon_sh_0284_000_mf_n_00000000_f_n.png
285,Shroomish,,Grass,,60,40,60,40,60,35,3,poke_icon_0285_000_mf_n_00000000_f_n.png,poke_icon_sh_0285_000_mf_n_00000000_f_n.png
286,Breloom,,Grass,Fighting,60,130,80,60,60,70,3,poke_icon_0286_000_mf_n_00000000_f_n.png,poke_icon_sh_0286_000_mf_n_00000000_f_n.png
287,Slakoth,,Normal,,60,60,60,35,35,30,3,poke_icon_0287_000_mf_n_00000000_f_n.png,poke_icon_sh_0287_000_mf_n_00000000_f_n.png
288,Vigoroth,,Normal,,80,80,80,55,55,90,3,poke_icon_0288_000_mf_n_00000000_f_n.png,poke_icon_sh_0288_000_mf_n_00000000_f_n.png
289,Slaking,,Normal,,150,160,100,95,65,100,3,poke_icon_0289_000_mf_n_00000000_f_n.png,poke_icon_sh_0289_000_mf_n_00000000_f_n.png
290,Nincada,,Bug,Ground,31,45,90,30,30,40,3,poke_icon_0290_000_mf_n_00000000_f_n.png,poke_icon_sh_0290_000_mf_n_00000000_f_n.png
291,Ninjask,,Bug,Flying,61,90,45,50,50,160,3,poke_icon_0291_000_mf_n_00000000_f_n.png,poke_icon_sh_0291_000_mf_n_00000000_f_n.png
292,Shedinja,,Bug,Ghost,1,90,45,30,30,40,3,poke_icon_0292_000_uk_n_00000000_f_n.png,poke_icon_sh_0292_000_uk_n_00000000_f_n.png
293,Whismur,,Normal,,64,51,23,51,23,28,3,poke_icon_0293_000_mf_n_00000000_f_n.png,poke_icon_sh_0293_000_mf_n_00000000_f_n.png
294,Loudred,,Normal,,84,71,43,71,43,48,3,poke_icon_0294_000_mf_n_00000000_f_n.png,poke_icon_sh_0294_000_mf_n_00000000_f_n.png
295,Exploud,,Normal,,104,91,63,91,73,68,3,poke_icon_0295_000_mf_n_00000000_f_n.png,poke_icon_sh_0295_000_mf_n_00000000_f_n.png
296,Makuhita,,Fighting,,72,60,30,20,30,25,3,poke_icon_0296_000_mf_n_00000000_f_n.png,poke_icon_sh_0296_000_mf_n_00000000_f_n.png
297,Hariyama,,Fighting,,144,120,60,40,60,50,3,poke_icon_0297_000_mf_n_00000000_f_n.png,poke_icon_sh_0297_000_mf_n_00000000_f_n.png
298,Azurill,,Normal,Fairy,50,20,40,20,40,20,3,poke_icon_0298_000_mf_n_00000000_f_n.png,poke_icon_sh_0298_000_mf_n_00000000_f_n.png
299,Nosepass,,Rock,,30,45,135,45,90,30,3,poke_icon_0299_000_mf_n_00000000_f_n.png,poke_icon_sh_0299_000_mf_n_00000000_f_n.png
300,Skitty,,Normal,,50,45,45,35,35,50,3,poke_icon_0300_000_mf_n_00000000_f_n.png,poke_icon_sh_0300_000_mf_n_00000000_f_n.png
301,Delcatty,,Normal,,70,65,65,55,55,90,3,poke_icon_0301_000_mf_n_00000000_f_n.png,poke_icon_sh_0301_000_mf_n_00000000_f_n.png
302,Sableye,,Dark,Ghost,50,75,75,65,65,50,3,poke_icon_0302_000_mf_n_00000000_f_n.png,poke_icon_sh_0302_000_mf_n_00000000_f_n.png
303,Mawile,,Steel,Fairy,50,85,85,55,55,50,3,poke_icon_0303_000_mf_n_00000000_f_n.png,poke_icon_sh_0303_000_mf_n_00000000_f_n.png
304,Aron,,Steel,Rock,50,70,100,40,40,30,3,poke_icon_0304_000_mf_n_00000000_f_n.png,poke_icon_sh_0304_000_mf_n_00000000_f_n.png
305,Lairon,,Steel,Rock,60,90,140,50,50,40,3,poke_icon_0305_000_mf_n_00000000_f_n.png,poke_icon_sh_0305_000_mf_n_00000000_f_n.png
306,Aggron,,Steel,Rock,70,110,180,60,60,50,3,poke_icon_0306_000_mf_n_00000000_f_n.png,poke_icon_sh_0306_000_mf_n_00000000_f_n.png
307,Meditite,,Fighting,Psychic,30,40,55,40,55,60,3,poke_icon_0307_000_md_n_00000000_f_n.png,poke_icon_sh_0307_000_md_n_00000000_f_n.png
308,Medicham,,Fighting,Psychic,60,60,75,60,75,80,3,poke_icon_0308_000_md_n_00000000_f_n.png,poke_icon_sh_0308_000_md_n_00000000_f_n.png
309,Electrike,,Electric,,40,45,40,65,40,65,3,poke_icon_0309_000_mf_n_00000000_f_n.png,poke_icon_sh_0309_000_mf_n_00000000_f_n.png
310,Manectric,,Electric,,70,75,60,105,60,105,3,poke_icon_0310_000_mf_n_00000000_f_n.png,poke_icon_sh_0310_000_mf_n_00000000_f_n.png
311,Plusle,,Electric,,60,50,40,85,75,95,3,poke_icon_0311_000_mf_n_00000000_f_n.png,poke_icon_sh_0311_000_mf_n_00000000_f_n.png
312,Minun,,Electric,,60,40,50,75,85,95,3,poke_icon_0312_000_mf_n_00000000_f_n.png,poke_icon_sh_0312_000_mf_n_00000000_f_n.png
313,Volbeat,,Bug,,65,73,75,47,85,85,3,poke_icon_0313_000_mo_n_00000000_f_n.png,poke_icon_sh_0313_000_mo_n_00000000_f_n.png
314,Illumise,,Bug,,65,47,75,73,85,85,3,poke_icon_0314_000_fo_n_00000000_f_n.png,poke_icon_sh_0314_000_fo_n_00000000_f_n.png
315,Roselia,,Grass,Poison,50,60,45,100,80,65,3,poke_icon_0315_000_md_n_00000000_f_n.png,poke_icon_sh_0315_000_md_n_00000000_f_n.png
316,Gulpin,,Poison,,70,43,53,43,53,40,3,poke_icon_0316_000_md_n_00000000_f_n.png,poke_icon_sh_0316_000_md_n_00000000_f_n.png
317,Swalot,,Poison,,100,73,83,73,83,55,3,poke_icon_0317_000_md_n_00000000_f_n.png,poke_icon_sh_0317_000_md_n_00000000_f_n.png
318,Carvanha,,Water,Dark,45,90,20,65,20,65,3,poke_icon_0318_000_mf_n_00000000_f_n.png,poke_icon_sh_0318_000_mf_n_00000000_f_n.png
319,Sharpedo,,Water,Dark,70,120,40,95,40,95,3,poke_icon_0319_000_mf_n_00000000_f_n.png,poke_icon_sh_0319_000_mf_n_00000000_f_n.png
320,Wailmer,,Water,,130,70,35,70,35,60,3,poke_icon_0320_000_mf_n_00000000_f_n.png,poke_icon_sh_0320_000_mf_n_00000000_f_n.png
321,Wailord,,Water,,170,90,45,90,45,60,3,poke_icon_0321_000_mf_n_00000000_f_n.png,poke_icon_sh_0321_000_mf_n_00000000_f_n.png
322,Numel,,Fire,Ground,60,60,40,65,45,35,3,poke_icon_0322_000_md_n_00000000_f_n.png,poke_icon_sh_0322_000_md_n_00000000_f_n.png
323,Camerupt,,Fire,Ground,70,100,70,105,75,40,3,poke_icon_0323_000_md_n_00000000_f_n.png,poke_icon_sh_0323_000_md_n_00000000_f_n.png
324,Torkoal,,Fire,,70,85,140,85,70,20,3,poke_icon_0324_000_mf_n_00000000_f_n.png,poke_icon_sh_0324_000_mf_n_00000000_f_n.png
325,Spoink,,Psychic,,60,25,35,70,80,60,3,poke_icon_0325_000_mf_n_00000000_f_n.png,poke_icon_sh_0325_000_mf_n_00000000_f_n.png
326,Grumpig,,Psychic,,80,45,65,90,110,80,3,poke_icon_0326_000_mf_n_00000000_f_n.png,poke_icon_sh_0326_000_mf_n_00000000_f_n.png
327,Spinda,,Normal,,60,60,60,60,60,60,3,poke_icon_0327_000_mf_n_00000000_f_n.png,poke_icon_sh_0327_000_mf_n_00000000_f_n.png
328,Trapinch,,Ground,,45,100,45,45,45,10,3,poke_icon_0328_000_mf_n_00000000_f_n.png,poke_icon_sh_0328_000_mf_n_00000000_f_n.png
329,Vibrava,,Ground,Dragon,50,70,50,50,50,70,3,poke_icon_0329_000_mf_n_00000000_f_n.png,poke_icon_sh_0329_000_mf_n_00000000_f_n.png
330,Flygon,,Ground,Dragon,80,100,80,80,80,100,3,poke_icon_0330_000_mf_n_00000000_f_n.png,poke_icon_sh_0330_000_mf_n_00000000_f_n.png
331,Cacnea,,Grass,,50,85,40,85,40,35,3,poke_icon_0331_000_mf_n_00000000_f_n.png,poke_icon_sh_0331_000_mf_n_00000000_f_n.png
332,Cacturne,,Grass,Dark,70,115,60,115,60,55,3,poke_icon_0332_000_md_n_00000000_f_n.png,poke_icon_sh_0332_000_md_n_00000000_f_n.png
333,Swablu,,Normal,Flying,45,40,60,40,75,50,3,poke_icon_0333_000_mf_n_00000000_f_n.png,poke_icon_sh_0333_000_mf_n_00000000_f_n.png
334,Altaria,,Dragon,Flying,75,70,90,70,105,80,3,poke_icon_0334_000_mf_n_00000000_f_n.png,poke_icon_sh_0334_000_mf_n_00000000_f_n.png
335,Zangoose,,Normal,,73,115,60,60,60,90,3,poke_icon_0335_000_mf_n_00000000_f_n.png,poke_icon_sh_0335_000_mf_n_00000000_f_n.png
336,Seviper,,Poison,,73,100,60,100,60,65,3,poke_icon_0336_000_mf_n_00000000_f_n.png,poke_icon_sh_0336_000_mf_n_00000000_f_n.png
337,Lunatone,,Rock,Psychic,90,55,65,95,85,70,3,poke_icon_0337_000_uk_n_00000000_f_n.png,poke_icon_sh_0337_000_uk_n_00000000_f_n.png
338,Solrock,,Rock,Psychic,90,95,85,55,65,70,3,poke_icon_0338_000_uk_n_00000000_f_n.png,poke_icon_sh_0338_000_uk_n_00000000_f_n.png
339,Barboach,,Water,Ground,50,48,43,46,41,60,3,poke_icon_0339_000_mf_n_00000000_f_n.png,poke_icon_sh_0339_000_mf_n_00000000_f_n.png
340,Whiscash,,Water,Ground,110,78,73,76,71,60,3,poke_icon_0340_000_mf_n_00000000_f_n.png,poke_icon_sh_0340_000_mf_n_00000000_f_n.png
341,Corphish,,Water,,43,80,65,50,35,35,3,poke_icon_0341_000_mf_n_00000000_f_n.png,poke_icon_sh_0341_000_mf_n_00000000_f_n.png
342,Crawdaunt,,Water,Dark,63,120,85,90,55,55,3,poke_icon_0342_000_mf_n_00000000_f_n.png,poke_icon_sh_0342_000_mf_n_00000000_f_n.png
343,Baltoy,,Ground,Psychic,40,40,55,40,70,55,3,poke_icon_0343_000_uk_n_00000000_f_n.png,poke_icon_sh_0343_000_uk_n_00000000_f_n.png
344,Claydol,,Ground,Psychic,60,70,105,70,120,75,3,poke_icon_0344_000_uk_n_00000000_f_n.png,poke_icon_sh_0344_000_uk_n_00000000_f_n.png
345,Lileep,,Rock,Grass,66,41,77,61,87,23,3,poke_icon_0345_000_mf_n_00000000_f_n.png,poke_icon_sh_0345_000_mf_n_00000000_f_n.png
346,Cradily,,Rock,Grass,86,81,97,81,107,43,3,poke_icon_0346_000_mf_n_00000000_f_n.png,poke_icon_sh_0346_000_mf_n_00000000_f_n.png
347,Anorith,,Rock,Bug,45,95,50,40,50,75,3,poke_icon_0347_000_mf_n_00000000_f_n.png,poke_icon_sh_0347_000_mf_n_00000000_f_n.png
348,Armaldo,,Rock,Bug,75,125,100,70,80,45,3,poke_icon_0348_000_mf_n_00000000_f_n.png,poke_icon_sh_0348_000_mf_n_00000000_f_n.png
349,Feebas,,Water,,20,15,20,10,55,80,3,poke_icon_0349_000_mf_n_00000000_f_n.png,poke_icon_sh_0349_000_mf_n_00000000_f_n.png
350,Milotic,,Water,,95,60,79,100,125,81,3,poke_icon_0350_000_md_n_00000000_f_n.png,poke_icon_sh_0350_000_md_n_00000000_f_n.png
351,Castform,,Normal,,70,70,70,70,70,70,3,poke_icon_0351_000_mf_n_00000000_f_n.png,poke_icon_sh_0351_000_mf_n_00000000_f_n.png
351,Castform,Sunny Form,Fire,,70,70,70,70,70,70,3,poke_icon_0351_003_mf_n_00000000_f_n.png,poke_icon_sh_0351_003_mf_n_00000000_f_n.png
351,Castform,Rainy Form,Water,,70,70,70,70,70,70,3,poke_icon_0351_001_mf_n_00000000_f_n.png,poke_icon_sh_0351_001_mf_n_00000000_f_n.png
351,Castform,Snowy Form,Ice,,70,70,70,70,70,70,3,poke_icon_0351_002_mf_n_00000000_f_n.png,poke_icon_sh_0351_002_mf_n_00000000_f_n.png
352,Kecleon,,Normal,,60,90,70,60,120,40,3,poke_icon_0352_000_mf_n_00000000_f_n.png,poke_icon_sh_0352_000_mf_n_00000000_f_n.png
353,Shuppet,,Ghost,,44,75,35,63,33,45,3,poke_icon_0353_000_mf_n_00000000_f_n.png,poke_icon_sh_0353_000_mf_n_00000000_f_n.png
354,Banette,,Ghost,,64,115,65,83,63,65,3,poke_icon_0354_000_mf_n_00000000_f_n.png,poke_icon_sh_0354_000_mf_n_00000000_f_n.png
355,Duskull,,Ghost,,20,40,90,30,90,25,3,poke_icon_0355_000_mf_n_00000000_f_n.png,poke_icon_sh_0355_000_mf_n_00000000_f_n.png
356,Dusclops,,Ghost,,40,70,130,60,130,25,3,poke_icon_0356_000_mf_n_00000000_f_n.png,poke_icon_sh_0356_000_mf_n_00000000_f_n.png
357,Tropius,,Grass,Flying,99,68,83,72,87,51,3,poke_icon_0357_000_mf_n_00000000_f_n.png,poke_icon_sh_0357_000_mf_n_00000000_f_n.png
358,Chimecho,,Psychic,,75,50,80,95,90,65,3,poke_icon_0358_000_mf_n_00000000_f_n.png,poke_icon_sh_0358_000_mf_n_00000000_f_n.png
359,Absol,,Dark,,65,130,60,75,60,75,3,poke_icon_0359_000_mf_n_00000000_f_n.png,poke_icon_sh_0359_000_mf_n_00000000_f_n.png
360,Wynaut,,Psychic,,95,23,48,23,48,23,3,poke_icon_0360_000_mf_n_00000000_f_n.png,poke_icon_sh_0360_000_mf_n_00000000_f_n.png
361,Snorunt,,Ice,,50,50,50,50,50,50,3,poke_icon_0361_000_mf_n_00000000_f_n.png,poke_icon_sh_0361_000_mf_n_00000000_f_n.png
362,Glalie,,Ice,,80,80,80,80,80,80,3,poke_icon_0362_000_mf_n_00000000_f_n.png,poke_icon_sh_0362_000_mf_n_00000000_f_n.png
363,Spheal,,Ice,Water,70,40,50,55,50,25,3,poke_icon_0363_000_mf_n_00000000_f_n.png,poke_icon_sh_0363_000_mf_n_00000000_f_n.png
364,Sealeo,,Ice,Water,90,60,70,75,70,45,3,poke_icon_0364_000_mf_n_00000000_f_n.png,poke_icon_sh_0364_000_mf_n_00000000_f_n.png
365,Walrein,,Ice,Water,110,80,90,95,90,65,3,poke_icon_0365_000_mf_n_00000000_f_n.png,poke_icon_sh_0365_000_mf_n_00000000_f_n.png
366,Clamperl,,Water,,35,64,85,74,55,32,3,poke_icon_0366_000_mf_n_00000000_f_n.png,poke_icon_sh_0366_000_mf_n_00000000_f_n.png
367,Huntail,,Water,,55,104,105,94,75,52,3,poke_icon_0367_000_mf_n_00000000_f_n.png,poke_icon_sh_0367_000_mf_n_00000000_f_n.png
368,Gorebyss,,Water,,55,84,105,114,75,52,3,poke_icon_0368_000_mf_n_00000000_f_n.png,poke_icon_sh_0368_000_mf_n_00000000_f_n.png
369,Relicanth,,Water,Rock,100,90,130,45,65,55,3,poke_icon_0369_000_md_n_00000000_f_n.png,poke_icon_sh_0369_000_md_n_00000000_f_n.png
370,Luvdisc,,Water,,43,30,55,40,65,97,3,poke_icon_0370_000_mf_n_00000000_f_n.png,poke_icon_sh_0370_000_mf_n_00000000_f_n.png
371,Bagon,,Dragon,,45,75,60,40,30,50,3,poke_icon_0371_000_mf_n_00000000_f_n.png,poke_icon_sh_0371_000_mf_n_00000000_f_n.png
372,Shelgon,,Dragon,,65,95,100,60,50,50,3,poke_icon_0372_000_mf_n_00000000_f_n.png,poke_icon_sh_0372_000_mf_n_00000000_f_n.png
373,Salamence,,Dragon,Flying,95,135,80,110,80,100,3,poke_icon_0373_000_mf_n_00000000_f_n.png,poke_icon_sh_0373_000_mf_n_00000000_f_n.png
374,Beldum,,Steel,Psychic,40,55,80,35,60,30,3,poke_icon_0374_000_uk_n_00000000_f_n.png,poke_icon_sh_0374_000_uk_n_00000000_f_n.png
375,Metang,,Steel,Psychic,60,75,100,55,80,50,3,poke_icon_0375_000_uk_n_00000000_f_n.png,poke_icon_sh_0375_000_uk_n_00000000_f_n.png
376,Metagross,,Steel,Psychic,80,135,130,95,90,70,3,poke_icon_0376_000_uk_n_00000000_f_n.png,poke_icon_sh_0376_000_uk_n_00000000_f_n.png
377,Regirock,,Rock,,80,100,200,50,100,50,3,poke_icon_0377_000_uk_n_00000000_f_n.png,poke_icon_sh_0377_000_uk_n_00000000_f_n.png
378,Regice,,Ice,,80,50,100,100,200,50,3,poke_icon_0378_000_uk_n_00000000_f_n.png,poke_icon_sh_0378_000_uk_n_00000000_f_n.png
379,Registeel,,Steel,,80,75,150,75,150,50,3,poke_icon_0379_000_uk_n_00000000_f_n.png,poke_icon_sh_0379_000_uk_n_00000000_f_n.png
380,Latias,,Dragon,Psychic,80,80,90,110,130,110,3,poke_icon_0380_000_fo_n_00000000_f_n.png,poke_icon_sh_0380_000_fo_n_00000000_f_n.png
381,Latios,,Dragon,Psychic,80,90,80,130,110,110,3,poke_icon_0381_000_mo_n_00000000_f_n.png,poke_icon_sh_0381_000_mo_n_00000000_f_n.png
382,Kyogre,,Water,,100,100,90,150,140,90,3,poke_icon_0382_000_uk_n_00000000_f_n.png,poke_icon_sh_0382_000_uk_n_00000000_f_n.png
383,Groudon,,Ground,,100,150,140,100,90,90,3,poke_icon_0383_000_uk_n_00000000_f_n.png,poke_icon_sh_0383_000_uk_n_00000000_f_n.png
384,Rayquaza,,Dragon,Flying,105,150,90,150,90,95,3,poke_icon_0384_000_uk_n_00000000_f_n.png,poke_icon_sh_0384_000_uk_n_00000000_f_n.png
385,Jirachi,,Steel,Psychic,100,100,100,100,100,100,3,poke_icon_0385_000_uk_n_00000000_f_n.png,poke_icon_sh_0385_000_uk_n_00000000_f_n.png
386,Deoxys,Normal Forme,Psychic,,50,150,50,150,50,150,3,poke_icon_0386_002_uk_n_00000000_f_n.png,poke_icon_sh_0386_002_uk_n_00000000_f_n.png
386,Deoxys,Attack Forme,Psychic,,50,180,20,180,20,150,3,poke_icon_0386_000_uk_n_00000000_f_n.png,poke_icon_sh_0386_000_uk_n_00000000_f_n.png
386,Deoxys,Defense Forme,Psychic,,50,70,160,70,160,90,3,poke_icon_0386_001_uk_n_00000000_f_n.png,poke_icon_sh_0386_001_uk_n_00000000_f_n.png
386,Deoxys,Speed Forme,Psychic,,50,95,90,95,90,180,3,poke_icon_0386_003_uk_n_00000000_f_n.png,poke_icon_sh_0386_003_uk_n_00000000_f_n.png
387,Turtwig,,Grass,,55,68,64,45,55,31,4,poke_icon_0387_000_mf_n_00000000_f_n.png,poke_icon_sh_0387_000_mf_n_00000000_f_n.png
388,Grotle,,Grass,,75,89,85,55,65,36,4,poke_icon_0388_000_mf_n_00000000_f_n.png,poke_icon_sh_0388_000_mf_n_00000000_f_n.png
389,Torterra,,Grass,Ground,95,109,105,75,85,56,4,poke_icon_0389_000_mf_n_00000000_f_n.png,poke_icon_sh_0389_000_mf_n_00000000_f_n.png
390,Chimchar,,Fire,,44,58,44,58,44,61,4,poke_icon_0390_000_mf_n_00000000_f_n.png,poke_icon_sh_0390_000_mf_n_00000000_f_n.png
391,Monferno,,Fire,Fighting,64,78,52,78,52,81,4,poke_icon_0391_000_mf_n_00000000_f_n.png,poke_icon_sh_0391_000_mf_n_00000000_f_n.png
392,Infernape,,Fire,Fighting,76,104,71,104,71,108,4,poke_icon_0392_000_mf_n_00000000_f_n.png,poke_icon_sh_0392_000_mf_n_00000000_f_n.png
393,Piplup,,Water,,53,51,53,61,56,40,4,poke_icon_0393_000_mf_n_00000000_f_n.png,poke_icon_sh_0393_000_mf_n_00000000_f_n.png
394,Prinplup,,Water,,64,66,68,81,76,50,4,poke_icon_0394_000_mf_n_00000000_f_n.png,poke_icon_sh_0394_000_mf_n_00000000_f_n.png
395,Empoleon,,Water,Steel,84,86,88,111,101,60,4,poke_icon_0395_000_mf_n_00000000_f_n.png,poke_icon_sh_0395_000_mf_n_00000000_f_n.png
396,Starly,,Normal,Flying,40,55,30,30,30,60,4,poke_icon_0396_000_md_n_00000000_f_n.png,poke_icon_sh_0396_000_md_n_00000000_f_n.png
397,Staravia,,Normal,Flying,55,75,50,40,40,80,4,poke_icon_0397_000_md_n_00000000_f_n.png,poke_icon_sh_0397_000_md_n_00000000_f_n.png
398,Staraptor,,Normal,Flying,85,120,70,50,60,100,4,poke_icon_0398_000_md_n_00000000_f_n.png,poke_icon_sh_0398_000_md_n_00000000_f_n.png
399,Bidoof,,Normal,,59,45,40,35,40,31,4,poke_icon_0399_000_md_n_00000000_f_n.png,poke_icon_sh_0399_000_md_n_00000000_f_n.png
400,Bibarel,,Normal,Water,79,85,60,55,60,71,4,poke_icon_0400_000_md_n_00000000_f_n.png,poke_icon_sh_0400_000_md_n_00000000_f_n.png
401,Kricketot,,Bug,,37,25,41,25,41,25,4,poke_icon_0401_000_md_n_00000000_f_n.png,poke_icon_sh_0401_000_md_n_00000000_f_n.png
402,Kricketune,,Bug,,77,85,51,55,51,65,4,poke_icon_0402_000_md_n_00000000_f_n.png,poke_icon_sh_0402_000_md_n_00000000_f_n.png
403,Shinx,,Electric,,45,65,34,40,34,45,4,poke_icon_0403_000_md_n_00000000_f_n.png,poke_icon_sh_0403_000_md_n_00000000_f_n.png
404,Luxio,,Electric,,60,85,49,60,49,60,4,poke_icon_0404_000_md_n_00000000_f_n.png,poke_icon_sh_0404_000_md_n_00000000_f_n.png
405,Luxray,,Electric,,80,120,79,95,79,70,4,poke_icon_0405_000_md_n_00000000_f_n.png,poke_icon_sh_0405_000_md_n_00000000_f_n.png
406,Budew,,Grass,Poison,40,30,35,50,70,55,4,poke_icon_0406_000_mf_n_00000000_f_n.png,poke_icon_sh_0406_000_mf_n_00000000_f_n.png
407,Roserade,,Grass,Poison,60,70,65,125,105,90,4,poke_icon_0407_000_md_n_00000000_f_n.png,poke_icon_sh_0407_000_md_n_00000000_f_n.png
408,Cranidos,,Rock,,67,125,40,30,30,58,4,poke_icon_0408_000_mf_n_00000000_f_n.png,poke_icon_sh_0408_000_mf_n_00000000_f_n.png
409,Rampardos,,Rock,,97,165,60,65,50,58,4,poke_icon_0409_000_mf_n_00000000_f_n.png,poke_icon_sh_0409_000_mf_n_00000000_f_n.png
410,Shieldon,,Rock,Steel,30,42,118,42,88,30,4,poke_icon_0410_000_mf_n_00000000_f_n.png,poke_icon_sh_0410_000_mf_n_00000000_f_n.png
411,Bastiodon,,Rock,Steel,60,52,168,47,138,30,4,poke_icon_0411_000_mf_n_00000000_f_n.png,poke_icon_sh_0411_000_mf_n_00000000_f_n.png
412,Burmy,Plant Cloak,Bug,,40,29,45,29,45,36,4,poke_icon_0412_000_mf_n_00000000_f_n.png,poke_icon_sh_0412_000_mf_n_00000000_f_n.png
412,Burmy,Sandy Cloak,Bug,,40,29,45,29,45,36,4,poke_icon_0412_001_mf_n_00000000_f_n.png,poke_icon_sh_0412_001_mf_n_00000000_f_n.png
412,Burmy,Trash Cloak,Bug,,40,29,45,29,45,36,4,poke_icon_0412_002_mf_n_00000000_f_n.png,poke_icon_sh_0412_002_mf_n_00000000_f_n.png
413,Wormadam,Plant Cloak,Bug,Grass,60,59,85,79,105,36,4,poke_icon_0413_000_fo_n_00000000_f_n.png,poke_icon_sh_0413_000_fo_n_00000000_f_n.png
413,Wormadam,Sandy Cloak,Bug,Ground,60,79,105,59,85,36,4,poke_icon_0413_001_fo_n_00000000_f_n.png,poke_icon_sh_0413_001_fo_n_00000000_f_n.png
413,Wormadam,Trash Cloak,Bug,Steel,60,69,95,69,95,36,4,poke_icon_0413_002_fo_n_00000000_f_n.png,poke_icon_sh_0413_002_fo_n_00000000_f_n.png
414,Mothim,,Bug,Flying,70,94,50,94,50,66,4,poke_icon_0414_000_mo_n_00000000_f_n.png,poke_icon_sh_0414_000_mo_n_00000000_f_n.png
415,Combee,,Bug,Flying,30,30,42,30,42,70,4,poke_icon_0415_000_md_n_00000000_f_n.png,poke_icon_sh_0415_000_md_n_00000000_f_n.png
416,Vespiquen,,Bug,Flying,70,80,102,80,102,40,4,poke_icon_0416_000_fo_n_00000000_f_n.png,poke_icon_sh_0416_000_fo_n_00000000_f_n.png
417,Pachirisu,,Electric,,60,45,70,45,90,95,4,poke_icon_0417_000_md_n_00000000_f_n.png,poke_icon_sh_0417_000_md_n_00000000_f_n.png
418,Buizel,,Water,,55,65,35,60,30,85,4,poke_icon_0418_000_md_n_00000000_f_n.png,poke_icon_sh_0418_000_md_n_00000000_f_n.png
419,Floatzel,,Water,,85,105,55,85,50,115,4,poke_icon_0419_000_md_n_00000000_f_n.png,poke_icon_sh_0419_000_md_n_00000000_f_n.png
420,Cherubi,,Grass,,45,35,45,62,53,35,4,poke_icon_0420_000_mf_n_00000000_f_n.png,poke_icon_sh_0420_000_mf_n_00000000_f_n.png
421,Cherrim,,Grass,,70,60,70,87,78,85,4,poke_icon_0421_000_mf_n_00000000_f_n.png,poke_icon_sh_0421_000_mf_n_00000000_f_n.png
422,Shellos,,Water,,76,48,48,57,62,34,4,poke_icon_0422_000_mf_n_00000000_f_n.png,poke_icon_sh_0422_000_mf_n_00000000_f_n.png
423,Gastrodon,,Water,Ground,111,83,68,92,82,39,4,poke_icon_0423_000_mf_n_00000000_f_n.png,poke_icon_sh_0423_000_mf_n_00000000_f_n.png
424,Ambipom,,Normal,,75,100,66,60,66,115,4,poke_icon_0424_000_md_n_00000000_f_n.png,poke_icon_sh_0424_000_md_n_00000000_f_n.png
425,Drifloon,,Ghost,Flying,90,50,34,60,44,70,4,poke_icon_0425_000_mf_n_00000000_f_n.png,poke_icon_sh_0425_000_mf_n_00000000_f_n.png
426,Drifblim,,Ghost,Flying,150,80,44,90,54,80,4,poke_icon_0426_000_mf_n_00000000_f_n.png,poke_icon_sh_0426_000_mf_n_00000000_f_n.png
427,Buneary,,Normal,,55,66,44,44,56,85,4,poke_icon_0427_000_mf_n_00000000_f_n.png,poke_icon_sh_0427_000_mf_n_00000000_f_n.png
428,Lopunny,,Normal,,65,76,84,54,96,105,4,poke_icon_0428_000_mf_n_00000000_f_n.png,poke_icon_sh_0428_000_mf_n_00000000_f_n.png
429,Mismagius,,Ghost,,60,60,60,105,105,105,4,poke_icon_0429_000_mf_n_00000000_f_n.png,poke_icon_sh_0429_000_mf_n_00000000_f_n.png
430,Honchkrow,,Dark,Flying,100,125,52,105,52,71,4,poke_icon_0430_000_mf_n_00000000_f_n.png,poke_icon_sh_0430_000_mf_n_00000000_f_n.png
431,Glameow,,Normal,,49,55,42,42,37,85,4,poke_icon_0431_000_mf_n_00000000_f_n.png,poke_icon_sh_0431_000_mf_n_00000000_f_n.png
432,Purugly,,Normal,,71,82,64,64,59,112,4,poke_icon_0432_000_mf_n_00000000_f_n.png,poke_icon_sh_0432_000_mf_n_00000000_f_n.png
433,Chingling,,Psychic,,45,30,50,65,50,45,4,poke_icon_0433_000_mf_n_00000000_f_n.png,poke_icon_sh_0433_000_mf_n_00000000_f_n.png
434,Stunky,,Poison,Dark,63,63,47,41,41,74,4,poke_icon_0434_000_mf_n_00000000_f_n.png,poke_icon_sh_0434_000_mf_n_00000000_f_n.png
435,Skuntank,,Poison,Dark,103,93,67,71,61,84,4,poke_icon_0435_000_mf_n_00000000_f_n.png,poke_icon_sh_0435_000_mf_n_00000000_f_n.png
436,Bronzor,,Steel,Psychic,57,24,86,24,86,23,4,poke_icon_0436_000_uk_n_00000000_f_n.png,poke_icon_sh_0436_000_uk_n_00000000_f_n.png
