,Unnamed: 0,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
81146,81146,6PO6EnP2QoP4vN27KmKvrj,['Prem Dhillon'],No Lookin' Back,Nah They Can’t,70,204255,True,0.615,0.623,4,-6.724,0,0.0867,0.0893,0.0,0.205,0.266,92.937,4,pop
68970,68970,0JAZWvvqttGFm4UMDsPQXC,"['Ozuna', 'Camilo']",Enoc,Despeinada,70,224186,False,0.734,0.775,8,-3.855,1,0.0614,0.186,0.000542,0.123,0.72,166.039,4,latino
30972,30972,1GL7vwDnPqCnJ2xGNxNLwG,"['Loud Luxury', 'KIDDO']",These Nights,These Nights,70,132417,False,0.643,0.714,2,-5.504,0,0.0486,0.00444,2.85e-06,0.146,0.205,120.027,4,edm
104113,104113,4RgqBP0RY3pQY3Z3d3fKnf,['Pablo Alborán'],Carretera y manta,Carretera y manta,70,163244,False,0.816,0.787,6,-2.405,1,0.0622,0.153,0.0,0.069,0.841,99.957,4,spanish
103989,103989,3M8FzayQWtkvOhqMn2V4T2,['Bill Withers'],Still Bill,Lean on Me,70,258834,False,0.619,0.22,0,-13.843,1,0.0672,0.782,1.19e-05,0.124,0.426,75.143,4,soul
103915,103915,7jhxagwOk9y1HC5ciRfmkQ,"['Omar Apollo', 'Daniel Caesar']",Ivory,Invincible (feat. Daniel Caesar),70,216160,False,0.555,0.474,6,-11.706,0,0.0668,0.224,0.00426,0.162,0.262,134.89,4,soul
2900,2900,507bYMYfbm6sUS9iEAaeSd,"['Seether', 'Amy Lee']",Disclaimer II,Broken,70,258333,False,0.448,0.61,3,-2.695,0,0.0342,0.0102,0.000491,0.135,0.214,123.762,4,alt-rock
62112,62112,7tnYsRepXLaNhqj4xtcWP2,['Fujii Kaze'],grace,grace,70,289541,False,0.668,0.685,7,-8.765,1,0.0472,0.0822,0.0257,0.319,0.637,108.971,4,j-pop
30912,30912,1xGmP8HasLB2Vcp0iBHeXP,"['David Guetta', 'Bebe Rexha']",I'm Good (Blue),I'm Good (Blue) - Extended,70,219047,True,0.703,0.637,7,-4.435,0,0.0412,0.00108,0.01,0.0713,0.485,128.008,4,edm
62007,62007,2e1gUS6Wv8GS8ZT6FMeE1J,['ロクデナシ'],ただ声一つ,ただ声一つ,70,161561,False,0.707,0.5,1,-5.78,1,0.0296,0.895,4e-05,0.234,0.583,129.97,4,j-pop
51122,51122,6HGoVbCUr63SgU3TjxEVj6,['Imran Khan'],Satisfya,Satisfya,70,180056,False,0.726,0.652,1,-7.764,0,0.11,0.00451,3.32e-05,0.226,0.803,163.879,4,hip-hop
51097,51097,6sPW145Y3LSXd4p1LjBOcS,['Anirudh Ravichander'],David,Kanave Kanave,70,284784,False,0.47,0.513,9,-10.076,0,0.0294,0.373,6.5e-06,0.123,0.477,95.015,1,hip-hop
71475,71475,1fQaoh3imrMunWVZh5kf90,['Avenged Sevenfold'],Hail to the King,Shepherd of Fire,70,323800,False,0.576,0.906,2,-7.677,1,0.0571,0.000332,0.0614,0.0908,0.211,127.935,4,metal
71354,71354,3RptaQ5Xb8WvtpItZ2f9Hi,['Slipknot'],All Hope Is Gone,Snuff,70,276146,False,0.544,0.69,6,-5.723,0,0.0425,0.012,0.0095,0.0615,0.219,123.962,4,metal
99450,99450,11BAVEGi1ivJ6JWLqKUNrZ,"['Matt Simons', 'Deepend']",When The Lights Go Down,Catch & Release - Deepend Remix,70,195173,False,0.838,0.536,1,-8.645,0,0.0478,0.555,0.000376,0.111,0.107,104.988,4,singer-songwriter
80085,80085,4381FmKZc1uT2zzhBiknH7,"['A.R. Rahman', 'Vagu Mazan', 'Thoughtsfornow']","Adheeraa (From ""Cobra"")","Adheeraa (From ""Cobra"")",70,259139,False,0.722,0.859,6,-8.143,0,0.039,0.11,7.39e-05,0.0929,0.562,110.969,4,pop-film
47319,47319,6i4Qi1mJxXjqNIL9HfJhRs,"[""Guns N' Roses""]",Use Your Illusion II,Civil War,70,462093,False,0.336,0.787,10,-8.803,0,0.0732,0.0793,0.0648,0.32,0.383,140.003,4,hard-rock
47256,47256,29wJiSQcze8HEmxkUQykyp,['Europe'],The Final Countdown (Expanded Edition),Carrie,70,272133,False,0.455,0.487,7,-7.112,1,0.0264,0.114,2.43e-06,0.358,0.139,136.482,4,hard-rock
5034,5034,1zoyteFQmeUUqyOl2Xznpy,['ENHYPEN'],DIMENSION : DILEMMA,Tamed-Dashed,70,196170,False,0.568,0.809,11,-3.869,0,0.0517,0.000253,3.33e-05,0.151,0.709,155.029,4,anime
8931,8931,1cU34sZG9kF4FYHCoAD0Ib,['Grand Funk Railroad'],30 Years Of Funk: 1969-1999 The Anthology,Some Kind Of Wonderful - Remastered 1999,70,202733,False,0.855,0.691,2,-6.51,1,0.0514,0.144,0.0,0.36,0.647,121.472,4,blues
31062,31062,7BhmwvCdQZNwuQXSHw5TzP,"['Alok', 'Alan Walker', 'KIDDO']",Headlights (feat. KIDDO),Headlights (feat. KIDDO),70,158400,False,0.626,0.754,2,-6.217,0,0.0269,0.00998,0.00404,0.157,0.317,100.015,4,electro
81216,81216,6E9UwSfT80age2xknoMS7Y,"['Payal Dev', 'Jubin Nautiyal']","Tum Hi Aana (From ""Marjaavaan"")","Tum Hi Aana (From ""Marjaavaan"")",70,249126,False,0.473,0.401,4,-7.018,0,0.0241,0.629,1.17e-05,0.154,0.345,90.076,4,pop
81202,81202,4roFMBSQp7W4fYVxKMmhA5,['Mitraz'],Junoon,Junoon,70,191111,False,0.607,0.593,4,-7.982,0,0.0378,0.2,0.0,0.0833,0.211,107.988,4,pop
81199,81199,2n9ylYiF7urpXo36qBwr3g,['Stebin Ben'],Mera Dil Bhi Kitna Pagal Hai (Recreated Version),Mera Dil Bhi Kitna Pagal Hai - Recreated Version,70,200827,False,0.601,0.733,6,-5.987,0,0.0362,0.333,1.73e-06,0.406,0.375,94.017,4,pop
81189,81189,1stiSonuKkZqhI1o9nZ9MT,"['Tanishk Bagchi', 'Jubin Nautiyal', 'Asees Kaur']",Shershaah (Original Motion Picture Soundtrack),Raataan Lambiyan,70,230292,False,0.721,0.628,10,-5.546,1,0.0409,0.61,0.0,0.108,0.514,81.008,4,pop
65230,65230,3LSjYk6sFQaLi0MjtWcm8P,['BTS'],MAP OF THE SOUL : PERSONA,Make It Right,70,226321,False,0.639,0.706,7,-7.874,1,0.448,0.0104,0.0,0.132,0.259,105.782,4,k-pop
20754,20754,6l0Ky2PycJV1Bz88kFeVGL,"['Hailee Steinfeld', 'BloodPop®']",Fifty Shades Freed (Original Motion Picture Soundtrack),Capital Letters,70,219373,False,0.661,0.814,0,-5.529,1,0.0759,0.0337,8.27e-06,0.0518,0.459,99.963,4,dance
20714,20714,4jp4Z02kzzg8gK0NmDGgml,"['K-391', 'Alan Walker', 'Tungevaag', 'Mangoo']",Play,Play,70,167976,False,0.52,0.798,6,-5.498,0,0.0391,0.101,0.0,0.0932,0.168,101.944,4,dance
81161,81161,32765xcLM1fd6wQIpkN9A0,['Ami Mishra'],Hamari Adhuri Kahani (Original Motion Picture Soundtrack),Hasi - Male Version,70,272668,False,0.296,0.581,6,-5.945,0,0.0338,0.433,0.0,0.0577,0.231,147.935,4,pop
81151,81151,70MVLulHguwdhGo7100hsU,['Azaan Sami Khan'],Ik Lamha,Ik Lamha,70,258857,False,0.581,0.557,5,-7.557,0,0.0466,0.671,0.0,0.107,0.333,140.047,4,pop
81149,81149,1hYaQRlsuEW4kMjjmjyow3,"['Vishal Chandrashekhar', 'S.P. Charan', 'Ramya Behra']","Oh Sita Hey Rama [From ""Sita Ramam (Telugu)""]","Oh Sita Hey Rama (From ""Sita Ramam (Telugu)"")",70,246412,False,0.636,0.425,6,-11.722,0,0.0453,0.591,0.0,0.0908,0.548,170.013,4,pop
65229,65229,3UHPGOkUcE4hE7sqBF4Snt,['BTS'],Film out,Film out,70,214620,False,0.499,0.709,10,-6.404,1,0.134,0.296,0.0,0.331,0.314,164.032,4,k-pop
15068,15068,1H3Q48ARz2ZEwbOl6s53Mq,['Vluestar'],I’ll Keep You Safe,I’ll Keep You Safe,70,140338,False,0.504,0.401,0,-10.016,1,0.0958,0.805,0.00596,0.155,0.243,114.95,4,chill
43008,43008,0lQ2obtzmAsJu9xk3D6FqH,"['Pascal Letoublon', 'Leony']",Friendships (Lost My Love),Friendships (Lost My Love),70,182700,False,0.787,0.828,11,-3.579,0,0.0297,0.106,0.000605,0.105,0.544,119.953,4,groove
43004,43004,0ztqey3VhIZ3WINFu8kCo1,['Pascal Letoublon'],Friendships,Friendships,70,242015,False,0.726,0.78,11,-6.312,0,0.0414,0.137,0.914,0.0985,0.0742,119.984,4,groove
65217,65217,7lrqvdivAYRGEiO8JFP31G,"['BTS', 'Halsey']",MAP OF THE SOUL : 7,Boy With Luv (Feat. Halsey),70,229773,False,0.645,0.862,11,-4.761,0,0.0845,0.0933,0.0,0.193,0.803,119.947,4,k-pop
31915,31915,35seOt4wMvu7gWzYFwqNGh,['Tove Lo'],Grapefruit,Grapefruit,70,231333,False,0.724,0.684,2,-5.129,1,0.0342,0.00134,0.000441,0.151,0.163,105.0,4,electro
31912,31912,02xRKYZ1jY4B6utPa59qSf,['Nessa Barrett'],tired of california,tired of california,70,190800,False,0.712,0.731,6,-6.313,0,0.0402,0.228,0.0,0.372,0.638,92.014,4,electro
68717,68717,1bFgMkoazsyZGSflpCzYm6,"['Farruko', 'Tiësto']",Pepas (Tiësto Remix),Pepas - Tiësto Remix,70,223384,True,0.769,0.688,7,-4.378,1,0.0501,0.00215,0.107,0.088,0.387,130.026,4,latino
36070,36070,19aBGyxQrl8LDnPUyusjRa,['MR TOUT LE MONDE'],Sunny Day,Sunny Day,70,192000,False,0.451,0.422,3,-8.477,0,0.0433,0.512,0.162,0.139,0.119,119.998,4,french
71734,71734,5wBLDkxVvclanSitx5jq8e,['Hollywood Undead'],Swan Songs,Undead,70,265053,True,0.512,0.943,2,-5.185,0,0.106,0.0138,0.0,0.261,0.485,163.128,4,metal
34872,34872,5g7rJvWYVrloJZwKiShqlS,['Of Monsters and Men'],My Head Is An Animal,Dirty Paws,70,278373,False,0.359,0.649,3,-7.06,1,0.0349,0.107,0.0124,0.0555,0.133,111.709,4,folk
5009,5009,2XpV9sHBexcNrz0Gyf3l18,['Ikimonogakari'],Chou Ikimonobakari Tennen Kinen Members Best Selection,ブルーバード,70,215706,False,0.536,0.966,6,-2.929,0,0.0558,0.121,0.0,0.0477,0.849,152.076,4,anime
15067,15067,3xbUCRFut7tzBoD2F8L56y,"['Timmies', 'Shiloh Dynasty']",Passion & Confusion,Tell Me Why I'm Waiting,70,123891,False,0.671,0.275,6,-11.185,0,0.056,0.796,0.000339,0.0657,0.159,124.007,4,chill
47456,47456,2lFFiNm0XtgJ6wkdncTB4k,['The Cars'],Heartbeat City (Expanded Edition),Drive - 2017 Remaster,70,234332,False,0.261,0.703,6,-7.871,1,0.0414,0.115,0.00078,0.102,0.405,83.495,4,hard-rock
15053,15053,458EaCXcB9TRBoJEDVcdcr,['Kid Travis'],Strawberry Skies,Strawberry Skies,70,165333,False,0.65,0.462,11,-6.587,0,0.089,0.366,0.0,0.159,0.649,89.887,4,chill
15022,15022,4o3XxiQ9BljY4OU38zanC0,['Mokita'],colorblind,colorblind,70,193976,False,0.661,0.776,8,-5.054,1,0.0366,0.125,0.000152,0.119,0.17,145.993,4,chill
47378,47378,2w4EpqGasrz9qdTwocx54t,['Journey'],Escape (Bonus Track Version),Open Arms,70,202173,False,0.405,0.21,2,-13.214,1,0.0279,0.584,0.0,0.139,0.174,100.577,3,hard-rock
71733,71733,249Z7XT6mf8B2zuI0RaeS0,['System Of A Down'],Mezmerize,Violent Pornography,70,211333,True,0.459,0.958,6,-2.333,1,0.0877,0.0283,0.0,0.108,0.586,142.707,4,metal
83128,83128,3MOECVkNshqHYTPt5DZcdN,"['Deorro', 'Chris Brown']",Good Evening,Five More Hours,70,211975,False,0.699,0.883,5,-3.226,0,0.219,0.0288,0.0,0.817,0.499,127.961,4,progressive-house
71563,71563,0gchQwxmBWj5no8NJ8b2yH,['Bring Me The Horizon'],Sempiternal (Expanded Edition),Sleepwalking,70,230093,False,0.4,0.959,2,-3.258,0,0.103,0.000187,4.21e-06,0.231,0.339,149.062,4,metal
51089,51089,7FcQRdlqMvAKmQH1SXCk1s,"['Mika Singh', 'Ali Quli Mirza']",Ishqam,Ishqam,70,194418,False,0.735,0.839,10,-4.263,0,0.0381,0.129,0.0,0.41,0.609,100.017,4,hip-hop
51087,51087,2zQE8TE5BQDJA11ggnope9,"['Sidhu Moose Wala', 'Bohemia']",Moosetape,These Days (feat. Bohemia),70,209230,False,0.73,0.748,6,-4.371,0,0.152,0.0936,0.0,0.282,0.694,155.861,4,hip-hop
30767,30767,5YPMEOJ58kfl56VHxTgwx3,['David Guetta'],Nothing but the Beat (Ultimate Edition),Play Hard (feat. Ne-Yo & Akon),70,201000,False,0.691,0.921,8,-1.702,0,0.0533,0.173,0.0,0.331,0.8,130.072,4,edm
67809,67809,1N3dZ7TTWO6VcD4Y3hHYLZ,['Shakira'],Zootopia (Original Motion Picture Soundtrack),Try Everything,70,196853,False,0.705,0.609,1,-4.897,1,0.0307,0.0257,0.0,0.0846,0.476,115.474,4,latin
62160,62160,1ndUYRPchJVNQCM7XwN7Hq,['Creepy Nuts'],堕天,堕天,70,172948,False,0.543,0.901,1,-4.8,1,0.219,0.0118,0.0,0.325,0.75,199.892,4,j-pop
67803,67803,3iWOZkQNDekZQqkiJqqeGy,"['Nelly Furtado', 'Speed Radio']",Say It Right (Sped Up Remix),Say It Right - Sped Up Remix,70,194160,False,0.849,0.941,8,-6.448,1,0.223,0.0269,0.00717,0.0596,0.765,134.479,4,latin
81173,81173,7JVpb6CY3I1JwQCIEgw9XT,"['Gulab Sidhu', 'Sukh Lotey']",Ainak,Ainak,70,178666,False,0.817,0.682,4,-5.376,0,0.214,0.245,1.84e-06,0.0631,0.605,90.039,4,pop
67752,67752,5b1je14Oz92lpIlIMLieWw,['Farruko'],Viaje,Viaje,70,303626,True,0.705,0.799,0,-4.776,0,0.0347,0.0357,0.417,0.0643,0.658,122.018,4,latin
81170,81170,09vHbIezp9NP31CZWysk3v,"['Tanishk Bagchi', 'Pav Dharia', 'Nikhita Gandhi']","Najaa (From ""Sooryavanshi"")","Najaa (From ""Sooryavanshi"")",70,191239,False,0.786,0.727,9,-5.028,0,0.051,0.0818,0.0,0.0824,0.697,93.97,4,pop
67909,67909,7nKBxz47S9SD79N086fuhn,"['Enrique Iglesias', 'Descemer Bueno', 'Zion & Lennox']",SUBEME LA RADIO (feat. Descemer Bueno & Zion & Lennox),SUBEME LA RADIO (feat. Descemer Bueno & Zion & Lennox),70,207680,False,0.688,0.822,0,-3.304,1,0.0537,0.0642,0.0,0.241,0.66,91.011,4,latin
20550,20550,2rizacJSyD9S1IQUxUxnsK,"['The Chainsmokers', 'Phoebe Ryan']",All We Know,All We Know,70,194080,False,0.662,0.586,0,-8.821,1,0.0307,0.097,0.00272,0.115,0.296,90.0,4,dance
81262,81262,1XSSm7oKOzNE8oUapjIRWV,"['Tanishk Bagchi', 'Gippy Grewal', 'Zahrah S Khan', 'Romy', 'Abrar Ul Haq']","The Punjaabban Song (From ""Jugjugg Jeeyo"")","The Punjaabban Song (From ""Jugjugg Jeeyo"")",70,199029,False,0.779,0.964,10,-2.888,0,0.0995,0.0858,1.46e-05,0.676,0.613,139.241,4,pop
67901,67901,5vhrsx08dHh2QcVh1Rsiwt,"['BIA', 'J. Cole']",LONDON (feat. J. Cole),LONDON (feat. J. Cole),70,250722,True,0.644,0.671,11,-5.156,0,0.315,0.0225,0.0,0.0855,0.563,132.001,4,latin
33000,33000,2LskIZrCeLxRvCiGP8gxlh,"['XXXTENTACION', 'Lil Pump', 'Swae Lee', 'Maluma']",Arms Around You (feat. Maluma & Swae Lee),Arms Around You (feat. Maluma & Swae Lee),70,198902,True,0.703,0.723,9,-5.45,0,0.0412,0.0302,2.06e-06,0.126,0.288,104.969,4,emo
2813,2813,6LgJvl0Xdtc73RJ1mmpotq,['Radiohead'],OK Computer,Paranoid Android,70,387213,False,0.251,0.848,5,-6.501,1,0.0579,0.0377,0.00591,0.0545,0.207,163.709,4,alt-rock
68652,68652,4BxzNZpcm1j3JczZzGNe2k,"['Don Omar', 'Tego Calderón']",The Fast And The Furious: Tokyo Drift (Original Motion Picture Soundtrack),Bandoleros,70,305280,False,0.662,0.896,5,-5.311,0,0.251,0.318,0.0,0.186,0.79,90.622,4,latino
32053,32053,57kR5SniQIbsbVoIjjOUDa,"['DJ Snake', 'AlunaGeorge']",You Know You Like It,You Know You Like It,70,247266,False,0.407,0.725,5,-5.346,0,0.188,0.0141,2.46e-06,0.306,0.247,196.093,4,electronic
101052,101052,48UNHWGzRfk4AOKrCJM7XJ,['Minik Knudsen'],I et andet liv,I et andet liv,70,186500,False,0.0685,0.00769,7,-38.523,1,0.0439,0.991,0.859,0.107,0.111,74.874,3,sleep
30721,30721,0kHyKhJMukHEPfeh8s7rdM,"['Kygo', 'Imagine Dragons']",Born To Be Yours,Born To Be Yours,70,193320,False,0.688,0.688,3,-5.84,1,0.0357,0.3,0.0,0.0982,0.451,114.011,4,edm
4050,4050,24BYTj1tb5ovZcnIbtdTYD,"['Seekae', 'Flume']",Test & Recognise (Remixes),Test & Recognise - Flume Re-work,70,303660,False,0.544,0.579,8,-8.52,1,0.0712,0.193,1.43e-05,0.117,0.294,109.769,4,ambient
48110,48110,1BKT2I9x4RGKaKqW4up34s,['DMX'],It's Dark And Hell Is Hot,Ruff Ryders' Anthem,70,214440,True,0.88,0.577,10,-8.093,0,0.302,0.0564,1.02e-06,0.201,0.74,90.991,4,hardcore
56778,56778,1tD8J13a74q8fBqXwAP50j,['khai dreams'],Now and Then,Sunkissed,70,126464,False,0.766,0.354,6,-9.486,1,0.0543,0.595,0.0,0.381,0.792,153.902,4,indie-pop
56977,56977,5Yx9t9RgATAtYoHN8gbRM0,['Frankie Cosmos'],Next Thing,Fool,70,124021,False,0.511,0.435,9,-10.254,1,0.0408,0.301,8.2e-05,0.255,0.343,120.207,4,indie-pop
58118,58118,2KsHzM4L7ThhNJB6MHXkPx,['Rammstein'],Zeit,Zeit,70,321686,False,0.55,0.569,7,-7.683,0,0.0462,0.132,1.47e-05,0.174,0.0518,123.179,4,industrial
99086,99086,1Hu42ZLWG9dHaVOPiWyEmE,['Maximillian'],Still Alive (Deluxe Edition),Beautiful Scars,70,194757,False,0.706,0.457,4,-8.667,0,0.0597,0.369,0.0,0.106,0.427,144.962,4,singer-songwriter
99071,99071,1kvkYrjZh561EJwERr8EsK,['mehro'],SKY ON FIRE,perfume,70,149668,False,0.677,0.455,2,-7.086,1,0.0322,0.833,0.00602,0.105,0.704,129.975,4,singer-songwriter
222,222,1dcNEEtODRVZEevQ20Cgmy,['Zack Tabudlo'],Nangangamba,Nangangamba,70,210354,False,0.62,0.547,1,-6.772,1,0.0248,0.112,0.0,0.19,0.208,98.032,4,acoustic
81260,81260,5zfRl79umXWvKoA7p4KEPa,"['Tanishk Bagchi', 'Udit Narayan', 'Alka Yagnik']","Tip Tip (From ""Sooryavanshi"")","Tip Tip (From ""Sooryavanshi"")",70,250287,False,0.709,0.929,5,-1.583,0,0.061,0.0431,0.00648,0.125,0.477,103.01,4,pop
81228,81228,0tjnLIbuF8mwLUKq3CNIdH,"['Sachet Tandon', 'Parampara Tandon', 'Sachin-Jigar']",Shiddat,Jug Jug Jeeve,70,199174,False,0.559,0.632,5,-7.58,0,0.0608,0.413,0.0,0.118,0.699,90.097,4,pop
48108,48108,5PQmSHzWnlgG4EBuIqjac2,"['Nas', 'Ms. Lauryn Hill']",It Was Written,If I Ruled the World (Imagine That) (feat. Lauryn Hill),70,282373,True,0.879,0.564,10,-7.682,0,0.247,0.0474,9.43e-06,0.0519,0.523,93.908,4,hardcore
2354,2354,35lxFAny9XDBkvE6r9j4uG,['The 1975'],Being Funny In A Foreign Language,Happiness,70,303903,False,0.662,0.905,11,-5.036,1,0.0383,0.0529,0.0521,0.202,0.857,117.997,4,alt-rock
84273,84273,0s1aSsYlLIEiy16LjFWbdp,['Steely Dan'],Can't Buy A Thrill,Dirty Work,70,187400,False,0.631,0.354,1,-11.112,1,0.0313,0.795,0.000107,0.0879,0.522,73.007,4,psych-rock
34776,34776,52VIdyKqp1pJRSyUQaxKUA,['Bread'],Baby I'm-a Want You,Everything I Own,70,187000,False,0.365,0.338,2,-13.406,1,0.0322,0.735,0.0,0.104,0.446,79.241,4,folk
47885,47885,7b4yGtR0rujvLi5EBfKKJ2,['Eddie Money'],Can't Hold Back,Take Me Home Tonight,70,211160,False,0.608,0.768,1,-9.911,1,0.0364,0.101,1.41e-06,0.0942,0.748,132.699,4,hard-rock
47731,47731,3KhF2YiNpJvGpfiCW45R6D,['Van Halen'],Van Halen (Remastered),Runnin' with the Devil - 2015 Remaster,70,214960,False,0.472,0.9,8,-6.406,0,0.0582,0.148,0.000297,0.34,0.42,95.826,4,hard-rock
65573,65573,1t2qYCAjUAoGfeFeoBlK51,['aespa'],Black Mamba,Black Mamba,70,174933,False,0.52,0.915,2,-2.862,1,0.103,0.0618,0.000946,0.0856,0.5,90.069,4,k-pop
47611,47611,7vidktgNZFQylTgH1GEnMs,['Foreigner'],Foreigner (Expanded),Cold as Ice,70,200213,False,0.562,0.609,3,-7.063,0,0.0271,0.0264,0.0,0.17,0.512,130.753,4,hard-rock
65565,65565,5QGooKayQPVZMUDc8Qt3Dm,['SEVENTEEN'],Heng:garæ,Left & Right,70,201773,False,0.726,0.829,6,-3.876,0,0.111,0.146,0.0,0.0916,0.95,149.994,4,k-pop
47567,47567,5IVA7WzOlWrmZh8EqZqMaw,['Hatebreed'],The Concrete Confessional,Looking Down the Barrel of Today,70,161626,True,0.486,0.986,1,-4.71,1,0.0818,0.000662,0.048,0.29,0.501,180.085,4,hard-rock
65503,65503,1MX0g22bQkr9HDVe37fLnN,['BTS'],Love Yourself 轉 'Tear',134340,70,230063,False,0.665,0.687,11,-6.466,0,0.0547,0.155,9.28e-05,0.173,0.651,106.023,4,k-pop
30818,30818,3UN6cIn3VIyg0z1LCuFSum,"['David Guetta', 'Usher']",Nothing but the Beat (Ultimate Edition),Without You (feat. Usher),70,208133,False,0.608,0.614,2,-3.727,1,0.0285,0.227,4.06e-06,0.157,0.402,127.884,4,edm
8409,8409,4uGIJG1jYFonGc4LGp5uQL,['Jefferson Airplane'],Surrealistic Pillow,Somebody to Love,70,174840,False,0.504,0.578,4,-9.302,1,0.031,0.408,0.0,0.321,0.654,132.411,4,blues
11058,11058,2DRMuw0U0QbkVQxWxdJV3M,['Adele'],25,Water Under the Bridge,70,240439,False,0.59,0.833,5,-6.503,0,0.0615,0.0142,5.4e-06,0.105,0.538,94.963,4,british
8364,8364,5dUMh0ugelpKfoFp3qChuK,['Ray Charles'],True Genius,Hit the Road Jack,70,119880,False,0.598,0.571,8,-12.616,0,0.139,0.704,0.0,0.513,0.962,173.141,4,blues
100600,100600,6nWcEzyxDozQcmxMoNJtYx,"['Dexys Midnight Runners', 'Kevin Rowland']",Come On Eileen / Dubious,Come On Eileen - Single Edit,70,205933,False,0.41,0.874,0,-4.286,1,0.0907,0.197,0.0,0.0843,0.824,107.08,4,ska
103502,103502,2qpacEyFxmbxCpIEqZkqvC,['Sports'],Naked All the Time,You Are the Right One,70,172506,False,0.659,0.594,4,-8.494,0,0.0261,0.162,0.846,0.632,0.851,100.033,4,soul
103812,103812,3wNNbf63xkxw9rIVWtFy7a,['Cynthia Erivo'],Stand Up (From Harriet),Stand Up (From Harriet),70,303477,False,0.616,0.32,0,-10.194,1,0.0311,0.268,0.0,0.11,0.177,80.02,4,soul
37302,37302,3a2jFwnts4Cf0OwJbK61SL,"['Dr. Dre', 'Eminem']",Gospel (with Eminem),Gospel (with Eminem),70,210027,True,0.919,0.869,1,-4.441,1,0.232,0.103,1.2e-05,0.166,0.655,117.03,4,funk
38057,38057,6wNUBZNWFxdUGof6vkaykE,['Arctic Monkeys'],AM,One For The Road,70,206051,False,0.415,0.668,0,-6.849,1,0.036,0.212,0.0615,0.27,0.842,180.048,4,garage
103810,103810,10ImcQk9tihY1EKMDIbvXJ,['Adele'],30,To Be Loved,70,403961,False,0.356,0.176,8,-8.291,1,0.0391,0.843,0.0,0.231,0.289,170.425,1,soul
103717,103717,1kiNatIrwDusOZfR29W0LJ,['Michael Jackson'],Bad 25th Anniversary,Man in the Mirror - 2012 Remaster,70,318680,False,0.808,0.812,8,-5.012,1,0.0381,0.52,7.91e-05,0.134,0.269,100.331,4,soul
39362,39362,1bKQ48M9onID2kbSpRy8kK,['Scorpions'],Crazy World,Send Me An Angel,70,273333,False,0.153,0.417,1,-11.587,1,0.0318,0.434,0.000622,0.211,0.166,80.87,3,german
39162,39162,2aEuA8PSqLa17Y4hKPj5rr,['Modern Talking'],Let's Talk About Love,Cheri Cheri Lady,70,226333,False,0.677,0.616,10,-13.826,1,0.032,0.458,0.0132,0.349,0.851,114.223,4,german
103659,103659,66tkDkPsznE5zIHNt4QkXB,['Parcels'],Tieduprightnow,Tieduprightnow,70,249956,False,0.863,0.533,5,-7.986,0,0.0484,0.291,0.00126,0.0794,0.738,102.025,4,soul
85614,85614,2OErSh4oVVAUll0vHxdr6p,['The Smiths'],The Queen Is Dead,Bigmouth Strikes Again - 2011 Remaster,70,193320,False,0.401,0.901,1,-5.011,0,0.041,0.0704,0.0,0.538,0.839,134.799,4,punk-rock
72314,72314,1KHKeIouP04dDtl0EetgED,['A Day To Remember'],Homesick,The Downfall Of Us All,70,209093,False,0.588,0.881,0,-4.62,1,0.0666,0.000252,0.0,0.326,0.709,129.947,4,metalcore
4065,4065,0Dkibk70FDp6t7eOZNemNQ,['Ludovico Einaudi'],Una Mattina,Una Mattina,70,203800,False,0.231,0.0297,2,-31.544,1,0.0579,0.991,0.878,0.0742,0.07,131.413,4,ambient
85259,85259,6BrMEbPSSj55nQhkgf6DnE,['The Smiths'],Hatful of Hollow,"Please, Please, Please, Let Me Get What I Want - 2011 Remaster",70,112706,False,0.241,0.468,2,-9.579,1,0.0272,0.534,0.0,0.161,0.451,91.581,3,punk-rock
2369,2369,5f2zZawBtGBEw24ABweErz,"['Bea Miller', 'Arcane', 'League of Legends']",Playground (from the series Arcane League of Legends),Playground (from the series Arcane League of Legends),70,230525,False,0.514,0.703,8,-6.859,1,0.0298,0.0107,7.62e-05,0.13,0.356,157.399,4,alt-rock
85168,85168,7rSERmjAT38lC5QhJ8hnQc,['Dropkick Murphys'],The Warrior's Code,I'm Shipping Up To Boston,70,153600,False,0.452,0.928,2,-3.133,1,0.079,0.000706,0.000637,0.226,0.6,129.188,4,punk-rock
48257,48257,3Ti0GdlrotgwsAVBBugv0I,['A Tribe Called Quest'],People's Instinctive Travels and the Paths of Rhythm (25th Anniversary Edition),Can I Kick It?,70,251573,False,0.848,0.666,0,-6.547,1,0.274,0.173,0.000699,0.129,0.744,96.662,4,hardcore
15134,15134,55rn9bs7vZBsEK4Y4URraH,"['CORBAL', 'Shiloh Dynasty', 'itssvd']",Love Is the Same as Sadness,Dance with Me,70,87411,False,0.593,0.275,6,-15.25,0,0.0638,0.816,0.0115,0.108,0.363,114.82,4,chill
48150,48150,0YImOCkIJ2PWhCXaURCZnY,"['Busta Rhymes', 'Mariah Carey', 'Flipmode Squad']",It Ain't Safe No More. . .,I Know What You Want (feat. Flipmode Squad),70,324306,True,0.648,0.759,6,-4.315,1,0.306,0.0142,0.0,0.648,0.518,85.996,4,hardcore
