,Unnamed: 0.1,Unnamed: 0,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
20752,58600,58600,10hKTZyq2N6iSULhpZXrDd,JPEGMAFIA;Denzel Curry,BALD! REMIX,BALD! REMIX,49,153127,Explicit,0.721,0.949,1,0.402,1,0.31,0.181,0.0,0.646,0.705,155.015,4,industrial
20765,57416,57416,6PwONWQ1wxb3jhXzbEumNH,Seedhe Maut;Sez on the Beat,Nayaab,Toh Kya,49,180129,Explicit,0.859,0.728,5,-6.71,0,0.214,0.0972,0.0,0.104,0.66,150.09,4,indie
20769,72655,72655,3pkfVWPONcWQU5UAxWyALx,ERRA,ERRA,Snowblood,49,253680,Explicit,0.529,0.983,11,-3.186,1,0.125,2.41e-05,0.0148,0.0763,0.359,125.017,4,metalcore
20785,37372,37372,3i07qx4CchqLePCkP9WHzE,Mc Vitão Do Savoy;Mc Magal;Mc Neguin da VL;Mc Kadu;Salvador Da Rima;Dj Murillo e LT no Beat,Os 4 Cantos,Os 4 Cantos,49,377560,Explicit,0.789,0.536,7,-4.252,0,0.126,0.381,0.0,0.0747,0.733,163.852,4,funk
20788,37369,37369,6lsK7EZVkde4YFRvMp9vJh,Mc IG;MC Ryan SP,Vou de Lacoste 2,Vou de Lacoste 2,49,149333,Explicit,0.551,0.485,9,-6.604,0,0.448,0.365,0.0,0.117,0.585,179.999,4,funk
20853,18400,18400,1JT55KoXuhtYy5BeKNAeC0,The Lonely Island;Rihanna,Turtleneck & Chain (Explicit Version),Shy Ronnie 2: Ronnie & Clyde,49,146506,Explicit,0.623,0.77,6,-5.008,0,0.208,0.0025,0.0,0.295,0.248,150.002,4,comedy
20854,37455,37455,4horm0SEWe8kMxFjdf7Aab,Felp 22;Medellin;Sueth,Joias do Bairro,Paranoia,49,198620,Explicit,0.642,0.519,3,-7.423,0,0.149,0.742,3.54e-06,0.103,0.563,144.957,4,funk
20857,37443,37443,3exrP8BsX7hx42k5WfLvQ6,Caio Passos;MC Ryan SP;Mc Davi;Mc Magal;MC PH;Mc Don Juan;Mc IG,O Espetáculo,To em Frente ao Mar,49,350823,Explicit,0.601,0.641,5,-0.18,0,0.195,0.123,0.0,0.144,0.546,112.105,5,funk
20863,37431,37431,5Akb1w6HGjt4O7Ynha61gN,Mc Vzs;DJ Vilão,Medley Vale das Sombras,Medley Vale das Sombras,49,295714,Explicit,0.839,0.535,1,-4.714,1,0.45,0.407,0.0,0.202,0.76,111.949,4,funk
20866,37466,37466,1COJdoqBNXXwEOkrO55517,Hyperanhas,Clima Diferente,Clima Diferente,49,210000,Explicit,0.746,0.601,2,-6.674,0,0.04,0.102,0.0,0.259,0.783,120.035,4,funk
20875,37484,37484,1YmavNGmgWmsLe6OZX6sJC,Dexter;Função;Mano Brown,"Exilado Sim, Preso Não",Eu Sô Função,49,387892,Explicit,0.848,0.63,11,-8.043,0,0.2,0.347,0.0,0.0754,0.837,81.017,4,funk
20877,37516,37516,3dkXSYgqtNE3BlLendqGnU,2T;Chris Beats Zn;Tz da Coronel;SoudCrime,Favelado Chique,1.5.7,49,163000,Explicit,0.583,0.635,4,-6.033,0,0.0393,0.0327,0.0,0.422,0.236,119.942,5,funk
20888,37383,37383,0H1pXo2rOF0oVP1egktsuk,Mc Kevin;DJ Negret;Dj Luan MPC,Passado & Presente,Vida Longa,49,190423,Explicit,0.521,0.446,2,-10.838,0,0.195,0.37,0.0,0.14,0.327,138.971,4,funk
20893,37379,37379,5gyRdKCA86HTIavmgFRYHs,Mc Kevin,Navegando no Mar,Navegando no Mar,49,200000,Explicit,0.757,0.723,7,-3.316,0,0.17,0.331,0.000597,0.115,0.434,179.964,4,funk
20894,35099,35099,2N0Xa9oYEcL544AH2qVQME,Biu do Piseiro;Pedrinho Pisadinha,O Maior Piseiro de Todos os Tempos!,Sextou,49,147424,Explicit,0.757,0.803,8,-10.886,1,0.0802,0.254,2.11e-05,0.188,0.925,174.009,4,forro
20908,37423,37423,22LjfafJJbajmRvtsSTGcZ,KayBlack;MC Ryan SP;Nagalli;WEY,"Não É Conselho, É Visão","Não É Conselho, É Visão",49,224000,Explicit,0.687,0.707,5,-6.417,0,0.0865,0.0866,0.0,0.173,0.463,90.26,4,funk
20912,6353,6353,1BZ9bUYt4fsF2bLVPZp2aU,Make Them Suffer;Courtney LaPlante,Contraband (feat. Courtney LaPlante),Contraband (feat. Courtney LaPlante),49,250145,Explicit,0.475,0.959,11,-4.135,1,0.0903,9.35e-05,3.24e-06,0.213,0.135,129.983,4,black-metal
20939,32754,32754,2LjZcBOceIpCBbhTf1Y5J0,Mnogoznaal,DOF,DOF,49,130586,Explicit,0.79,0.873,8,-6.299,1,0.0372,0.366,0.126,0.109,0.963,113.959,4,electronic
20942,9152,9152,5QUZjrm4nF5SrT1JEQbhV0,Sant;Stau,"O Que Separa os Homens dos Meninos, Vol. 1",O Que Separa os Homens dos Meninos,49,204000,Explicit,0.641,0.635,9,-10.05,1,0.868,0.796,0.0,0.104,0.66,80.483,4,brazil
20956,48403,48403,4sGylyGhQaOzhi77fLrMmP,The Notorious B.I.G.,Slow Flow: Hip Hop & R&B,Big Poppa,49,249866,Explicit,0.765,0.671,9,-5.249,0,0.278,0.344,0.0,0.0506,0.798,84.5,4,hardcore
20967,97219,97219,1768OwieH9m0xC2xHt3vOY,Pedro Paulo & Alex;Dj Kevin,Na Cama Ela É Bruta,Na Cama Ela É Bruta,49,188427,Explicit,0.86,0.797,9,-3.618,0,0.085,0.381,0.0,0.0875,0.724,130.996,4,sertanejo
20976,9159,9159,32XOaqmQqFWggQzrwGSuRn,Froid;Alaska,Kyoto,Kyoto,49,186709,Explicit,0.642,0.514,1,-8.357,0,0.27,0.626,0.0,0.129,0.675,170.975,4,brazil
20986,32773,32773,0e6bjyrgubvP6na84PURkT,Poshlaya Molly,8 способов как бросить…,Паки пуси,49,143496,Explicit,0.591,0.637,8,-11.746,0,0.0522,0.00335,0.0,0.353,0.639,134.01,4,electronic
21000,32136,32136,6re8Gb0JHD69k5B53tCAF6,HXE,Overnight,Overnight,49,73534,Explicit,0.812,0.474,2,-6.966,1,0.36,0.168,4.89e-05,0.182,0.476,158.121,4,electronic
21004,23815,23815,3voNCdMNCd1M2Yh1Y7cm4Y,Joshwa;JADED;Eliza Legzdina,Kerching,Kerching,49,178604,Explicit,0.831,0.761,8,-5.544,1,0.0628,0.00772,0.54,0.242,0.671,129.023,4,deep-house
21009,9156,9156,3C257gmlEPezuzwp137b22,Major RD;Bagua Records;Neo Beats,2%,Fake Love Song,49,165818,Explicit,0.922,0.683,6,-8.045,1,0.413,0.156,0.0,0.661,0.72,110.011,4,brazil
21010,32765,32765,6SfsL6v65hiJwS0clxWsw5,Snavs;Jack Dawson,Change Us,Change Us,49,171034,Explicit,0.382,0.902,5,-3.684,0,0.0799,0.0522,0.0,0.164,0.177,173.818,4,electronic
21014,32771,32771,0CLaGp0DMEjocSrAtvhcJl,Riot Ten;Young Buck;DJ Afterthought,Mawlee (feat. Young Buck & DJ Afterthought),Mawlee (feat. Young Buck & DJ Afterthought),49,178285,Explicit,0.917,0.505,10,-8.73,0,0.331,0.278,0.00669,0.145,0.267,139.979,4,electronic
21016,62953,62953,1gtbPEFs1FsPgX0daraCdP,OHAYO;Shake Pepper;Yvngboi P,FTL Mixtape vol.2 (mixed by Thlive - DJMIX),GAL - Mixed,49,146629,Explicit,0.826,0.453,1,-12.285,1,0.336,0.00439,0.0,0.372,0.807,156.307,4,j-pop
21020,9134,9134,0kMbVxfU2Wh02337pC54Ap,Um Barril de Rap,2ª Via,Carteira de Habilitação,49,160512,Explicit,0.578,0.699,1,-9.192,0,0.36,0.4,1.17e-06,0.246,0.772,119.738,4,brazil
21060,32717,32717,7pwEKNMaYtSKx3JX9XWGh4,Poshlaya Molly,8 способов как бросить…,Даже моя бэйби не знает,49,208013,Explicit,0.537,0.689,0,-4.725,1,0.0297,0.00517,0.0,0.105,0.682,75.017,4,electronic
21088,94573,94573,2Cf1c7Hi8QQyK4fI6CnGUR,Naits;fawlin,coffin girl,coffin girl,49,218277,Explicit,0.592,0.498,8,-9.724,1,0.0429,0.168,0.0,0.106,0.158,159.906,4,sad
21110,68616,68616,2iHjPGTXFJECERi5oucgWQ,Harry Nach,Moods,Poppy,49,151639,Explicit,0.81,0.835,7,-6.356,1,0.207,0.355,0.00118,0.447,0.715,124.103,4,latino
21130,28902,28902,0rch4LXVKv8auzUU8TQh4x,Borgore;Miley Cyrus,#NEWGOREORDER,Decisions (feat. Miley Cyrus),49,198857,Explicit,0.565,0.934,7,-1.576,0,0.0613,0.00361,2.29e-06,0.295,0.634,139.941,4,dub
21157,94081,94081,2rpW6YlfARNrITNWJbqCgM,Eredaze,Torn Apart,Torn Apart,49,186000,Explicit,0.653,0.505,10,-11.587,1,0.0422,0.0747,1.62e-06,0.114,0.114,92.999,4,sad
21162,32260,32260,7sxA24QDCYRSEUQqEAsaKR,Aazar;Swae Lee;Tove Lo,Diva (with Swae Lee & Tove Lo),Diva (with Swae Lee & Tove Lo),49,165600,Explicit,0.694,0.717,5,-5.468,0,0.0467,0.0674,0.0,0.143,0.306,100.063,4,electronic
21185,5816,5816,6P4rZKI2rllSvZWAx3uiVo,Shiki-TMNS;Kodama Boy;Big Gay,Baddest Bitch,Baddest Bitch,49,180773,Explicit,0.665,0.632,5,-8.961,0,0.358,0.41,0.0,0.122,0.467,150.265,4,anime
21205,94381,94381,2S5CxAm0tPTUQeaVwCXCil,Powfu,"Different Class, Same Boat","Different Class, Same Boat",49,179555,Explicit,0.766,0.488,0,-7.161,0,0.0455,0.097,0.0,0.0971,0.176,135.071,4,sad
21211,9170,9170,4tRhRB2kJQLosmNCWrIsLw,Major RD;Rock Danger;Azzy;Baratapai,Troféu,60K - Remix,49,163428,Explicit,0.844,0.751,6,-4.651,1,0.129,0.596,4.38e-06,0.0507,0.801,132.999,4,brazil
21217,23860,23860,5Td2bFPx4PhrqMq6UsDEJt,Refeci;Michel Fannoun,Lost,Lost,49,196470,Explicit,0.719,0.443,0,-9.646,0,0.0389,0.0195,0.0142,0.141,0.104,101.993,4,deep-house
21220,32167,32167,2Eq2jFUlVlzdGdXAVsoDng,Tomsize;Simeon,Jump,Jump,49,176482,Explicit,0.647,0.733,0,-3.866,1,0.0404,0.00737,3.22e-05,0.123,0.245,145.018,4,electronic
21242,9207,9207,1zSwGQRbtOaxCLLH1caBFA,Yung Buda;BDK,Zero,Safezone,49,349785,Explicit,0.825,0.742,0,-5.527,1,0.0347,0.694,0.000245,0.129,0.757,99.962,4,brazil
21249,94363,94363,3ZSEV608VISnC8opWYmR2O,Ollie,Stuck,Stuck,49,263513,Explicit,0.818,0.503,10,-8.825,1,0.214,0.524,3.24e-05,0.103,0.563,77.016,4,sad
21270,33925,33925,6crBVhm5d0JnAJhVHYkJTZ,XXXTENTACION;Sauce Walka;Carnage,Bad Vibes Forever,Voss,49,107061,Explicit,0.786,0.496,7,-5.103,1,0.421,0.215,0.0,0.104,0.316,129.897,4,emo
21277,5684,5684,2kJUNRihWFzZYfXE9SICgT,DizzyEight;Khantrast,SHARINGAN,SHARINGAN,49,153428,Explicit,0.7,0.937,6,-5.155,0,0.292,0.489,0.0,0.358,0.843,137.976,4,anime
21282,33908,33908,4oMZ2h5UIfXiIS21a6fHEm,916frosty;Joey Melrose,SPACE DASH,SPACE DASH,49,248035,Explicit,0.633,0.865,9,-5.819,1,0.152,0.0159,0.0,0.0844,0.59,160.026,4,emo
21317,33813,33813,2TknnfKpiA3dnkOtNDbDZy,SoLonely,Still Alone,If I Die,49,191336,Explicit,0.795,0.629,7,-8.295,0,0.0862,0.0637,0.00108,0.0896,0.684,143.049,4,emo
21333,33825,33825,5lbI349gAMwModXrxFfJ5d,Автостопом по фазе сна,Опианариум,Порно,49,158769,Explicit,0.82,0.252,10,-9.193,0,0.0402,0.136,0.000295,0.184,0.209,129.994,4,emo
21342,94922,94922,4jx3OhzeLknPoF52To841h,Arden Jones,age tape 4,toxic crush,49,134857,Explicit,0.832,0.751,8,-3.845,1,0.0599,0.263,6.33e-05,0.104,0.748,104.983,4,sad
21359,32426,32426,3UmDY6Q0N0tg1Q5m5giPvI,Flight School;CVBZ,Figure It Out,Figure It Out,49,221483,Explicit,0.59,0.787,2,-6.111,1,0.0507,0.0044,1.58e-05,0.0789,0.534,92.044,4,electronic
21362,27124,27124,6gTQubOSdry0ievEXvhzxd,Pendulum,In Silico,The Tempest,49,447200,Explicit,0.403,0.754,5,-7.773,0,0.0416,0.00176,0.019,0.545,0.302,174.018,4,drum-and-bass
21389,49502,49502,1AsDfbgIvHvzQv9OtaHPg3,TNT,Gung,Gung,49,212429,Explicit,0.557,0.985,1,-3.191,1,0.0822,0.00491,4.67e-05,0.297,0.605,149.988,4,hardstyle
21394,22657,22657,0vrF0RhqGtoyzHxNpKFVeq,Darko US;Ryo Kinoshita,Oni,Hyper Kill,49,203266,Explicit,0.258,0.997,7,-3.808,1,0.245,0.000225,0.565,0.096,0.245,147.567,4,death-metal
21398,32459,32459,1CpCIb8zybdjskLQRL6rEC,DJ Snake;Mr Hudson,Encore,Here Comes The Night,49,286880,Explicit,0.554,0.779,10,-3.905,0,0.0466,0.159,2.7e-06,0.117,0.209,79.979,4,electronic
21426,94998,94998,7sFRIgzKlKRSfBDWUvtpwU,LoveJSan,Saddest Popstar to Live,I Got You Flowers!,49,154000,Explicit,0.598,0.54,7,-6.199,1,0.0363,0.0504,0.000144,0.211,0.244,140.13,4,sad
21432,68692,68692,1qkVJlyVaLZbwolRZmc17i,Kevin Martes 13;Pablo Chill-E,Perco Con Mari,Perco Con Mari,49,239412,Explicit,0.844,0.612,1,-7.368,1,0.0813,0.0265,0.0,0.0786,0.341,124.027,4,latino
21438,9102,9102,5k9o0bOuUm1xAbmJOMhjqR,Sotam,Bola Outro,Bola Outro,49,163000,Explicit,0.819,0.449,1,-8.773,0,0.229,0.652,2.04e-06,0.139,0.719,100.193,4,brazil
21444,94691,94691,6IFpcg6Tjt1r5dAyfmn7UK,Porsche Love,Voices,Voices,49,164400,Explicit,0.431,0.504,8,-10.072,0,0.0641,0.0795,0.000186,0.114,0.292,204.804,4,sad
21450,33564,33564,6U9TsxbuxwnijI6jVM6mGU,SoLonely;sadeyes,Take My Scars,Take My Scars,49,129113,Explicit,0.604,0.556,4,-9.566,0,0.0481,0.0853,0.0,0.144,0.293,158.141,4,emo
21451,33559,33559,3Y69S43VeVX8T2FR8DsWGJ,kizaru,Mas Fuerte,Оу щит,49,166992,Explicit,0.795,0.571,4,-7.1,0,0.0431,0.0164,0.0193,0.103,0.311,134.047,4,emo
21457,33527,33527,1FonRAk9xtzJZbGCslpaZ9,Ouse;Lund;Promoting Sounds,Crying in Camo,Demons,49,204891,Explicit,0.544,0.55,4,-10.654,1,0.0592,0.0183,0.0,0.193,0.134,149.872,4,emo
21458,94736,94736,7tulRsWLsoA0TVRNcVzz9y,Skinny Atlas;Laeland;Snøw,this is bs.,this is bs.,49,202666,Explicit,0.876,0.455,2,-9.575,1,0.11,0.347,0.0,0.187,0.479,135.006,4,sad
21476,94644,94644,3qnl4CTF10lqqaKg5YVGv3,Kill Dyll,RAREST SHXT.,RAREST SHXT.,49,153070,Explicit,0.441,0.756,1,-8.952,1,0.891,0.293,0.0552,0.134,0.232,163.327,3,sad
21486,94660,94660,29c5U8gKc38Ck9j10g4A8K,Josh Golden,used to,used to,49,181090,Explicit,0.622,0.723,7,-5.221,0,0.0514,0.394,0.0,0.61,0.446,139.95,4,sad
21499,33670,33670,7lcYieV34n9gHmW9wRweI2,kizaru,First Day Out,No Stop,49,139440,Explicit,0.562,0.633,9,-6.099,0,0.341,0.0255,1.93e-06,0.0886,0.45,159.367,4,emo
21503,33651,33651,10pXYKoJOxNAWkeGkNeNnH,PHARAOH;Boulevard Depo,Плакшери,5 минут назад,49,221680,Explicit,0.873,0.581,9,-7.525,0,0.369,0.132,0.0,0.0851,0.685,150.939,4,emo
21504,94829,94829,6gStKpgo3H7cC3gYaUqcup,IWL,I Know You so Well,I Know You so Well,49,93134,Explicit,0.717,0.289,2,-9.113,1,0.0452,0.297,0.286,0.0945,0.171,67.037,4,sad
21511,112029,112029,0u9cZveZpqEwpaP5fX6UgR,Şehinşah,Denetimli Serbestlik Stili (Deluxe),Hiphop Okulu,49,210837,Explicit,0.807,0.631,7,-8.03,1,0.338,0.171,0.0,0.271,0.748,89.983,4,turkish
21514,112038,112038,3lAfuHJHOHa1IPD1QUVdYc,Ceg,Trapanasyon,Neden,49,182624,Explicit,0.905,0.508,3,-6.471,1,0.357,0.399,0.0,0.134,0.442,119.908,4,turkish
21520,112076,112076,30d9raQFQMxgRabekkXz2s,Ceg,Trapanasyon,Onlar Acımı Bilemez Hacım,49,233888,Explicit,0.781,0.483,4,-5.826,1,0.188,0.164,1.67e-05,0.391,0.459,107.844,4,turkish
21528,112073,112073,26M2lCbAZWXfrftCzxHDYt,Keskin,BOZGUN,55 Ghetto,49,153000,Explicit,0.585,0.942,11,-5.857,1,0.315,0.161,0.0,0.125,0.395,140.143,4,turkish
21531,103858,103858,14909dF5EB4hvURmptzGSB,N i G H T S,Basic,Basic,49,210000,Explicit,0.886,0.556,11,-8.318,1,0.063,0.00924,1.29e-05,0.371,0.354,105.046,4,soul
21535,15862,15862,4AEh58vrpgsaajUZVzzzqQ,Anthony Russo,Nobody To Love,Nobody To Love,49,213193,Explicit,0.687,0.478,7,-7.286,1,0.149,0.48,6.82e-06,0.456,0.494,137.852,4,chill
21541,15828,15828,7yg0eWIj0VGxJXEZJryjXP,Nate Traveller,Born Erased,Passive Aggressive,49,108069,Explicit,0.864,0.556,5,-7.323,0,0.0618,0.508,0.0,0.193,0.598,133.096,4,chill
21542,33617,33617,4wozGF2tAkaYiri6loXRa6,FACE,REVENGE,Night Fever,49,162455,Explicit,0.755,0.833,9,-4.483,1,0.228,0.218,6.85e-06,0.125,0.682,130.025,4,emo
21546,33578,33578,71hGntRHMOByPYua7WbnGG,XXXTENTACION;Craig Xen,Bad Vibes Forever,THE ONLY TIME I FEEL ALIVE,49,163591,Explicit,0.711,0.352,4,-8.599,0,0.327,0.408,3.66e-06,0.144,0.0617,136.896,4,emo
21551,15734,15734,1f3ytRmhzfQqRO39QGbbH8,keshi;K-391,trilogy remixes,skeletons - K-391 Remix,49,130013,Explicit,0.593,0.731,2,-8.73,1,0.0353,0.00319,0.00728,0.123,0.629,159.918,4,chill
21564,32878,32878,32I2h44BnVpewxELlFpInh,Poshlaya Molly,Грустная девчонка с глазами как у собаки,Райские цветы,48,138512,Explicit,0.313,0.828,7,-5.075,0,0.0541,0.00412,0.000176,0.395,0.66,169.852,4,electronic
21576,60193,60193,1cplEBWw9Vft6ibCPSFCxp,Spice,Emancipated,TAPE MEASURE,48,170789,Explicit,0.717,0.753,11,-5.934,0,0.24,0.157,0.00858,0.218,0.257,103.77,4,j-dance
21587,106205,106205,07dzaQfXNcQPVm149RGlMg,Zara Larsson;Imanbek,WOW (Imanbek Remix),WOW - Imanbek Remix,48,187428,Explicit,0.835,0.82,6,-3.735,0,0.239,0.183,0.0,0.574,0.561,104.963,4,swedish
21593,32826,32826,5KLlBpL2GM86KCL0T1jyNw,Poshlaya Molly,8 способов как бросить…,Любимая песня твоей сестры,48,188009,Explicit,0.452,0.725,1,-6.594,1,0.0497,0.338,0.000629,0.133,0.603,179.96,4,electronic
21604,32951,32951,56urRCfhQX5H3tfGt6q3uU,DJ Snake;Travis Scott;Migos;GASHI,Encore,Oh Me Oh My,48,256320,Explicit,0.669,0.652,0,-4.245,1,0.0603,0.0314,0.0,0.158,0.0395,119.972,4,electronic
21616,33711,33711,3BKreoEA5wRNk5o96NIBpL,kizaru,First Day Out,Trap Shark,48,145943,Explicit,0.867,0.417,1,-9.758,1,0.208,0.0428,0.000151,0.111,0.739,157.998,4,emo
21624,21851,21851,2RCf3uUVix6XzRU0Z8quJs,Runtown,For Life,For Life,48,229633,Explicit,0.719,0.671,10,-4.888,1,0.182,0.093,3.32e-05,0.06,0.844,205.656,4,dancehall
21634,22057,22057,09vdbE9riiqUAnS8RNSZ0z,Bodysnatcher,Behind The Crowd,Behind the Crowd,48,194208,Explicit,0.436,0.917,1,-5.125,0,0.152,8.7e-05,0.00159,0.313,0.357,132.282,4,death-metal
21635,33856,33856,0q3sQMyyFQ7KpRbhfYnfoC,kizaru,BORN TO TRAP,Plug,48,206225,Explicit,0.866,0.494,10,-11.438,1,0.348,0.147,0.0,0.0418,0.842,148.95,4,emo
21646,33866,33866,32jIZu0r58awikPzy3kIR8,kizaru,SAY NO MO,Say No Mo,48,118633,Explicit,0.857,0.552,11,-8.89,1,0.346,0.018,1.88e-05,0.101,0.383,83.007,4,emo
21649,35067,35067,4V5qbn05Agwhbr7cKxTHxs,Japãozin,Brabo dos Paredões,Posto dos Cornos,48,138750,Explicit,0.684,0.832,5,-4.44,1,0.0351,0.275,0.0,0.0278,0.96,163.98,4,forro
21656,33426,33426,32Ntr8rYMAfuTEyrNeMtpg,THRILL PILL,2017,2017,48,106002,Explicit,0.807,0.525,5,-8.235,0,0.16,0.166,0.0,0.0829,0.575,153.9,4,emo
21657,68676,68676,0YeKrUyR42hO4U4oCFyguF,Balbi El Chamako;Forest;Bayron Fire,La Vida Es Bela,Todo Bene,48,296272,Explicit,0.708,0.728,11,-5.313,1,0.0964,0.0635,0.0,0.0825,0.624,110.029,4,latino
21670,33554,33554,6b3LmsVYOMnGIpIbxW1WEW,PHARAOH;White Punk,Unplugged 2: Love Kills,Unplugged 2: Love Kills,48,149296,Explicit,0.586,0.534,1,-7.322,1,0.0232,0.213,0.00051,0.115,0.101,89.969,4,emo
21673,10356,10356,5rDFRvwao7MFzuhrBTkWMQ,Audio Bullys,Ego War,We Don't Care,48,210800,Explicit,0.733,0.848,5,-6.489,0,0.0597,0.00112,0.00142,0.0882,0.658,124.066,4,breakbeat
21674,6088,6088,2JIRtFAIUkd86PQD12Hm7r,Darkthrone,Transilvanian Hunger,Transilvanian Hunger - Studio,48,369760,Explicit,0.267,1.0,4,-4.92,0,0.135,0.016,0.447,0.45,0.0215,138.616,4,black-metal
21676,33519,33519,47fIyWY81h5QmLA1aUj7rv,Josh A;Mr T Lexify,The Flow Awakens,No Chill (feat. Mr T Lexify),48,252682,Explicit,0.56,0.695,7,-7.039,0,0.0342,0.048,0.946,0.088,0.15,149.997,4,emo
21680,83550,83550,4m9HfhURlzkhM8kK4SqTqM,Dimitri Vegas & Like Mike;DVBBS;Roy Woods,Too Much,Too Much,48,125714,Explicit,0.747,0.832,7,-7.316,1,0.0413,0.0489,0.000182,0.161,0.335,126.001,4,progressive-house
21688,22654,22654,54cBqIDAX3dH5Ys1DKgDWR,Bloodbath,Nightmares Made Flesh,Eaten,48,258133,Explicit,0.407,0.967,10,-4.213,1,0.0576,9.96e-05,0.0,0.103,0.198,147.999,4,death-metal
21717,22868,22868,3z1PkRAvO0Vhdz7d6epug3,Slaughter to Prevail,Kostolom,Made In Russia,48,235000,Explicit,0.513,0.991,0,-0.946,1,0.132,0.00185,0.00566,0.288,0.315,155.001,4,death-metal
21719,33915,33915,7Chnwq8Ulcnyns0zPt6Njr,6ix9ine;Leftside,TattleTales,NINI,48,137755,Explicit,0.872,0.648,6,-5.008,0,0.338,0.112,0.0,0.0496,0.729,98.019,4,emo
21720,33914,33914,68Yb7iE80WFcasSEGAvnBF,sadeyes,downpour II,leaves,48,139105,Explicit,0.735,0.619,8,-9.24,1,0.519,0.729,0.0,0.0946,0.902,72.0,4,emo
21722,33910,33910,3f07vmqG0FxVFdUWqTREEw,7ru7h,Lying To Myself,Lying To Myself,48,173893,Explicit,0.661,0.666,4,-6.088,1,0.0509,0.0486,0.0,0.0821,0.539,166.944,4,emo
21739,22307,22307,2nGcS04iRcE4IcKM1WPVlt,Children Of Bodom,Hate Crew Deathroll,Needled 24 / 7,48,248600,Explicit,0.425,0.926,2,-4.177,0,0.0511,2.4e-06,0.733,0.261,0.465,96.051,4,death-metal
21748,9200,9200,5xZTPtpyD5AceTwWABrybk,Maquiny;Orochi,Goles Perdidos,Goles Perdidos,48,237749,Explicit,0.722,0.482,2,-8.356,1,0.0894,0.523,0.0,0.12,0.377,114.964,4,brazil
21750,83868,83868,2UdCIrsZR9bw96kcLAyAyh,Dimitri Vegas & Like Mike;David Guetta;Daddy Yankee;Afro Bros;Natti Natasha;Dimitri Vegas;R3HAB,Instagram (R3HAB Remix),Instagram - R3HAB Remix,48,151897,Explicit,0.436,0.858,1,-4.069,0,0.104,0.0554,0.0,0.173,0.502,122.568,4,progressive-house
21751,9203,9203,7fjogJNNk2hCWtAKoTRIPr,Yung Buda,Zero,Digimon,48,209305,Explicit,0.872,0.627,0,-9.392,0,0.178,0.272,0.0259,0.0956,0.853,129.014,4,brazil
21756,9206,9206,6LfJUcB0FC4Oocufnfz3Ce,Azzy,Privê,Privê,48,186947,Explicit,0.657,0.384,7,-8.759,1,0.217,0.0301,0.0,0.0643,0.147,126.664,5,brazil
21759,107353,107353,2jUoKSWTHduXxUL3JomwhB,Tove Lo,Bikini Porn,Bikini Porn,48,162946,Explicit,0.919,0.687,9,-5.793,0,0.0774,0.0839,1.1e-05,0.052,0.675,100.997,4,synth-pop
21763,83855,83855,1N90cV79gbBgO0bOs74Y0t,Calvin Harris;Young Thug;Pharrell Williams;Ariana Grande,"Heatstroke (feat. Young Thug, Pharrell Williams & Ariana Grande)","Heatstroke (feat. Young Thug, Pharrell Williams & Ariana Grande)",48,229640,Explicit,0.786,0.735,0,-4.502,0,0.0495,0.362,0.0,0.176,0.747,110.124,4,progressive-house
21785,9250,9250,0BFtrq3fyv1kRcId4o18mK,Xamã;Bagua Records;Neo Beats,O Iluminado,Um Drink no Inferno,48,168750,Explicit,0.775,0.436,0,-9.611,0,0.297,0.355,6.92e-06,0.277,0.303,127.993,4,brazil
21786,9251,9251,7F7lizHkjMeo70dYOU3r4x,A Família,Castelo de Madeira,Castelo de Madeira,48,454975,Explicit,0.812,0.844,9,-10.206,0,0.508,0.397,0.0,0.0654,0.834,77.192,4,brazil
21790,9257,9257,1TH76WANjOJrmHKDQP9n4u,Murica;BEATDOMK,Fome,Fome,48,131643,Explicit,0.637,0.394,0,-11.175,1,0.317,0.399,0.000884,0.107,0.225,88.145,4,brazil
21805,9227,9227,0wKeObS2mudRny1hzoq8tu,ADL;Sant;Raillow;Froid,Favela Vive,Favela Vive,48,349767,Explicit,0.743,0.471,0,-11.865,0,0.443,0.693,0.0,0.106,0.463,78.127,4,brazil
21856,9165,9165,1E8nSsB4EKkKlOQOfUA9mV,Fabio Brazza;Nocivo Shomon;Jhony Mc;Krawk;Max Bo;Alves;Sid,R.U.A 12 Batalha de Vida,R.U.A 12 Batalha de Vida,48,618000,Explicit,0.739,0.571,4,-10.343,0,0.403,0.449,0.0,0.324,0.656,160.191,4,brazil
21871,107206,107206,3vJjNCY4BPhPoh1c60TENW,Moya Mishel;LSP,Курточка,Курточка,48,193284,Explicit,0.624,0.829,0,-4.714,0,0.0444,0.12,0.0,0.363,0.828,106.059,4,synth-pop
21877,9155,9155,4XTu1iHT5Q8dDfiIXgUXLD,Zarastruta;Jean Tassy;Patricio Sid;Don,Nômade VII,Nômade VII,48,206451,Explicit,0.813,0.424,1,-11.035,0,0.375,0.816,0.0,0.081,0.546,92.972,4,brazil
